reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.1,0.0
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.15,2.157590190555405
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.2,4.105711749764161
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.25,5.7770265835324865
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.3,7.2779189584128945
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.35,8.668719421417626
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.4,9.988453054135306
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.45,11.265310616942564
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.5,12.521924085493303
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.55,13.778537554044044
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.6,15.055395116851301
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.65,16.37512874956898
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.7,17.76592921257371
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.75,19.26682158745412
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.8,20.938136421222445
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.85,22.886257980431203
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.9,25.337439740939306
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.95,28.970460355008026
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.975,32.12156393089384
2025-12-06,1,wk inc flu hosp,2025-12-20,38,quantile,0.99,35.78540282590171
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.01,20.973612270607063
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.025,20.973612270607063
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.05,20.973612270607063
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.1,20.973612270607063
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.15,20.973612270607063
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.2,20.973612270607063
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.25,21.323720347871173
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.3,21.8170135536635
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.35,22.3212071910635
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.4,22.836542129817282
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.45,23.363264562234004
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.5,27.77362774143375
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.55,32.99874167306583
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.6,39.17270417686529
2025-12-13,1,wk inc flu hosp,2025-12-27,38,quantile,0.65,46.46782032113962
